deal_ref,client_ref,event_time,item_code,item_label,grouping,qty,price,amount,value,territory,source,owner,status
D-302521,CL-3899,2023-08-22,SKU-101,CRM Pro,Software,17,1049,17833,17787,NA,ColdCall,Agent_4,Closed
D-302522,CL-5694,2023-08-19,SKU-101,CRM Pro,Software,22,480,10560,10594,NA,Partner,Agent_11,Won
D-302523,CL-3514,2024-07-03,SKU-101,CRM Pro,Software,15,1274,19110,19140,NA,ColdCall,Agent_3,Lost
D-302524,CL-2586,2023-10-07,SKU-201,POS Terminal,Hardware,3,299,897,903,NA,ColdCall,Agent_7,Lost
D-302525,CL-2027,2023-04-10,SKU-201,POS Terminal,Hardware,5,644,3220,3263,APAC,Web,Agent_6,Closed
D-302526,CL-7808,2024-02-27,SKU-101,CRM Pro,Software,9,143,1287,1321,EU,Partner,Agent_9,Lost
D-302527,CL-3330,2024-06-03,SKU-102,Analytics Suite,Software,8,470,3760,3748,APAC,Partner,Agent_9,Closed
D-302528,CL-5671,2023-01-07,SKU-102,Analytics Suite,Software,17,941,15997,15971,NA,Web,Agent_2,Won
D-302529,CL-6657,2023-12-14,SKU-201,POS Terminal,Hardware,3,990,2970,2934,EU,Partner,Agent_4,Lost
D-302530,CL-7747,2023-05-09,SKU-101,CRM Pro,Software,5,1302,6510,6523,EU,Web,Agent_5,Won
D-302531,CL-2479,2024-06-10,SKU-201,POS Terminal,Hardware,9,1563,14067,14020,EU,ColdCall,Agent_5,Won
D-302532,CL-3186,2024-04-04,SKU-101,CRM Pro,Software,20,161,3220,3200,APAC,Web,Agent_8,Lost
D-302533,CL-4667,2023-04-08,SKU-201,POS Terminal,Hardware,25,668,16700,16743,NA,ColdCall,Agent_8,Lost
D-302534,CL-2297,2024-05-21,SKU-102,Analytics Suite,Software,5,1020,5100,5122,NA,Web,Agent_10,Won
D-302535,CL-7987,2023-11-17,SKU-201,POS Terminal,Hardware,10,308,3080,3070,EU,Web,Agent_9,Lost
D-302536,CL-3466,2024-06-20,SKU-101,CRM Pro,Software,16,741,11856,11888,EU,Web,Agent_10,Lost
D-302537,CL-5649,2023-01-10,SKU-102,Analytics Suite,Software,20,1087,21740,21757,APAC,Web,Agent_6,Won
D-302538,CL-7201,2024-12-05,SKU-102,Analytics Suite,Software,2,435,870,850,APAC,Partner,Agent_7,Closed
D-302539,CL-2166,2023-02-13,SKU-101,CRM Pro,Software,19,114,2166,2179,EU,Partner,Agent_9,Closed
D-302540,CL-4520,2023-02-08,SKU-201,POS Terminal,Hardware,18,960,17280,17237,APAC,Partner,Agent_2,Won
D-302541,CL-3519,2023-05-04,SKU-102,Analytics Suite,Software,5,1488,7440,7437,APAC,Partner,Agent_8,Won
D-302542,CL-4802,2023-02-28,SKU-101,CRM Pro,Software,24,403,9672,9626,APAC,Partner,Agent_5,Closed
D-302543,CL-7895,2024-11-20,SKU-102,Analytics Suite,Software,13,688,8944,8953,EU,Web,Agent_9,Won
D-302544,CL-2601,2023-06-13,SKU-101,CRM Pro,Software,4,1445,5780,5739,NA,ColdCall,Agent_3,Closed
D-302545,CL-7673,2024-11-07,SKU-102,Analytics Suite,Software,8,697,5576,5581,EU,Web,Agent_3,Lost
D-302546,CL-2445,2023-12-06,SKU-101,CRM Pro,Software,2,1534,3068,3064,APAC,Partner,Agent_7,Lost
D-302547,CL-4619,2023-03-29,SKU-101,CRM Pro,Software,16,1217,19472,19517,NA,Partner,Agent_11,Won
D-302548,CL-6527,2023-10-05,SKU-101,CRM Pro,Software,6,1636,9816,9821,APAC,Partner,Agent_5,Lost
D-302549,CL-4344,2023-09-26,SKU-201,POS Terminal,Hardware,13,1659,21567,21608,EU,ColdCall,Agent_6,Won
D-302550,CL-5759,2023-01-07,SKU-201,POS Terminal,Hardware,14,862,12068,12024,EU,Partner,Agent_4,Lost
D-302551,CL-6011,2024-01-05,SKU-102,Analytics Suite,Software,13,1106,14378,14366,EU,Partner,Agent_10,Closed
D-302552,CL-4297,2023-02-16,SKU-102,Analytics Suite,Software,24,228,5472,5472,NA,Partner,Agent_6,Closed
D-302553,CL-5799,2024-04-29,SKU-101,CRM Pro,Software,20,193,3860,3850,EU,ColdCall,Agent_4,Lost
D-302554,CL-5576,2023-11-18,SKU-201,POS Terminal,Hardware,13,1220,15860,15905,APAC,Partner,Agent_4,Won
D-302555,CL-3201,2023-08-30,SKU-201,POS Terminal,Hardware,18,611,10998,10959,NA,Web,Agent_6,Won
D-302556,CL-4775,2023-05-14,SKU-101,CRM Pro,Software,21,246,5166,5175,APAC,Partner,Agent_9,Won
D-302557,CL-2296,2023-07-09,SKU-102,Analytics Suite,Software,3,1165,3495,3475,EU,Web,Agent_5,Lost
D-302558,CL-4963,2024-08-11,SKU-201,POS Terminal,Hardware,6,1693,10158,10187,EU,ColdCall,Agent_1,Won
D-302559,CL-2085,2024-07-20,SKU-201,POS Terminal,Hardware,15,527,7905,7856,APAC,Web,Agent_4,Lost
D-302560,CL-4130,2023-02-04,SKU-201,POS Terminal,Hardware,8,561,4488,4474,APAC,Web,Agent_4,Won
D-302561,CL-7935,2023-08-07,SKU-101,CRM Pro,Software,2,1483,2966,2977,EU,Web,Agent_3,Lost
D-302562,CL-7390,2023-08-11,SKU-201,POS Terminal,Hardware,20,156,3120,3114,APAC,Web,Agent_3,Closed
D-302563,CL-2185,2023-11-11,SKU-201,POS Terminal,Hardware,24,1233,29592,29627,NA,ColdCall,Agent_1,Closed
D-302564,CL-4090,2023-10-27,SKU-102,Analytics Suite,Software,15,1440,21600,21582,NA,Partner,Agent_4,Won
D-302565,CL-4319,2023-02-01,SKU-201,POS Terminal,Hardware,16,1057,16912,16930,EU,Web,Agent_4,Closed
D-302566,CL-2541,2023-02-07,SKU-102,Analytics Suite,Software,12,874,10488,10485,NA,ColdCall,Agent_7,Won
D-302567,CL-4692,2024-08-23,SKU-102,Analytics Suite,Software,12,814,9768,9730,NA,ColdCall,Agent_2,Closed
D-302568,CL-2271,2024-07-30,SKU-201,POS Terminal,Hardware,25,1479,36975,37021,APAC,ColdCall,Agent_11,Closed
D-302569,CL-3238,2024-12-16,SKU-101,CRM Pro,Software,9,1175,10575,10548,EU,Partner,Agent_7,Closed
D-302570,CL-2849,2024-03-19,SKU-101,CRM Pro,Software,2,886,1772,1724,EU,Partner,Agent_3,Lost
D-302571,CL-3960,2024-12-20,SKU-102,Analytics Suite,Software,19,321,6099,6064,APAC,Partner,Agent_4,Won
D-302572,CL-2183,2024-08-18,SKU-102,Analytics Suite,Software,5,1651,8255,8262,APAC,ColdCall,Agent_4,Closed
D-302573,CL-4423,2023-08-28,SKU-101,CRM Pro,Software,5,1045,5225,5251,NA,Partner,Agent_7,Closed
D-302574,CL-5199,2023-06-28,SKU-102,Analytics Suite,Software,4,1740,6960,6947,EU,ColdCall,Agent_10,Closed
D-302575,CL-7407,2023-02-18,SKU-201,POS Terminal,Hardware,22,148,3256,3286,EU,Partner,Agent_6,Lost
D-302576,CL-7849,2024-02-13,SKU-201,POS Terminal,Hardware,9,503,4527,4486,EU,Web,Agent_5,Closed
D-302577,CL-5112,2023-01-16,SKU-201,POS Terminal,Hardware,8,1704,13632,13667,EU,Web,Agent_1,Closed
D-302578,CL-3828,2023-05-14,SKU-101,CRM Pro,Software,14,1471,20594,20598,NA,Web,Agent_11,Won
D-302579,CL-6699,2024-08-08,SKU-201,POS Terminal,Hardware,11,1739,19129,19141,APAC,ColdCall,Agent_5,Lost
D-302580,CL-4991,2024-11-16,SKU-101,CRM Pro,Software,15,706,10590,10604,EU,Web,Agent_2,Lost
D-302581,CL-7243,2023-05-02,SKU-101,CRM Pro,Software,11,439,4829,4839,EU,Partner,Agent_4,Lost
D-302582,CL-7291,2023-07-15,SKU-201,POS Terminal,Hardware,3,1248,3744,3695,APAC,ColdCall,Agent_9,Lost
D-302583,CL-4390,2023-10-03,SKU-101,CRM Pro,Software,23,1276,29348,29342,NA,Web,Agent_2,Closed
D-302584,CL-7759,2023-06-30,SKU-102,Analytics Suite,Software,10,298,2980,2989,APAC,ColdCall,Agent_2,Lost
D-302585,CL-6095,2024-01-07,SKU-102,Analytics Suite,Software,17,1341,22797,22779,EU,Partner,Agent_6,Lost
D-302586,CL-4493,2023-11-11,SKU-102,Analytics Suite,Software,25,1470,36750,36706,NA,Web,Agent_8,Won
D-302587,CL-4761,2023-05-17,SKU-201,POS Terminal,Hardware,22,980,21560,21598,NA,ColdCall,Agent_9,Lost
D-302588,CL-2280,2024-05-24,SKU-101,CRM Pro,Software,4,225,900,937,EU,Web,Agent_11,Lost
D-302589,CL-7067,2023-05-02,SKU-201,POS Terminal,Hardware,12,166,1992,2027,NA,ColdCall,Agent_11,Won
D-302590,CL-5882,2024-10-04,SKU-101,CRM Pro,Software,10,1516,15160,15184,APAC,ColdCall,Agent_3,Won
D-302591,CL-5546,2024-04-12,SKU-201,POS Terminal,Hardware,11,466,5126,5171,NA,Web,Agent_9,Won
D-302592,CL-3921,2024-01-06,SKU-102,Analytics Suite,Software,20,1687,33740,33690,APAC,ColdCall,Agent_11,Won
D-302593,CL-3681,2023-06-12,SKU-201,POS Terminal,Hardware,6,1524,9144,9173,APAC,ColdCall,Agent_11,Lost
D-302594,CL-5479,2023-07-17,SKU-102,Analytics Suite,Software,23,882,20286,20291,NA,Partner,Agent_5,Closed
D-302595,CL-7229,2024-11-15,SKU-101,CRM Pro,Software,15,202,3030,3010,EU,ColdCall,Agent_6,Lost
D-302596,CL-2102,2024-04-10,SKU-102,Analytics Suite,Software,18,1557,28026,28019,NA,ColdCall,Agent_7,Won
D-302597,CL-2011,2024-02-25,SKU-201,POS Terminal,Hardware,20,1694,33880,33885,APAC,ColdCall,Agent_10,Lost
D-302598,CL-7484,2024-01-26,SKU-101,CRM Pro,Software,24,131,3144,3107,NA,ColdCall,Agent_2,Lost
D-302599,CL-7677,2024-09-17,SKU-102,Analytics Suite,Software,13,239,3107,3060,NA,Partner,Agent_1,Lost
D-302600,CL-6035,2024-04-09,SKU-201,POS Terminal,Hardware,25,743,18575,18618,EU,ColdCall,Agent_11,Lost
D-302601,CL-4993,2023-06-05,SKU-101,CRM Pro,Software,4,1445,5780,5807,NA,Partner,Agent_4,Won
D-302602,CL-2389,2024-10-30,SKU-201,POS Terminal,Hardware,22,1148,25256,25251,NA,Partner,Agent_11,Won
D-302603,CL-2997,2024-11-30,SKU-102,Analytics Suite,Software,11,1799,19789,19753,EU,Web,Agent_9,Won
D-302604,CL-4278,2023-08-09,SKU-201,POS Terminal,Hardware,25,1415,35375,35372,EU,ColdCall,Agent_6,Closed
D-302605,CL-6612,2024-04-27,SKU-101,CRM Pro,Software,24,1577,37848,37869,NA,ColdCall,Agent_3,Won
D-302606,CL-6402,2023-10-19,SKU-201,POS Terminal,Hardware,17,1167,19839,19805,APAC,ColdCall,Agent_3,Lost
D-302607,CL-4635,2023-11-08,SKU-101,CRM Pro,Software,24,1036,24864,24904,APAC,Web,Agent_6,Won
D-302608,CL-3493,2024-02-25,SKU-101,CRM Pro,Software,13,1041,13533,13486,APAC,ColdCall,Agent_11,Lost
D-302609,CL-4273,2023-10-31,SKU-101,CRM Pro,Software,24,328,7872,7850,APAC,Partner,Agent_6,Won
D-302610,CL-5560,2023-09-20,SKU-201,POS Terminal,Hardware,18,803,14454,14482,NA,ColdCall,Agent_4,Won
D-302611,CL-2123,2024-06-15,SKU-102,Analytics Suite,Software,1,219,219,179,APAC,Partner,Agent_6,Closed
D-302612,CL-6131,2024-01-18,SKU-101,CRM Pro,Software,3,799,2397,2402,NA,Web,Agent_10,Won
D-302613,CL-4485,2023-09-27,SKU-102,Analytics Suite,Software,13,1213,15769,15737,NA,ColdCall,Agent_6,Closed
D-302614,CL-4390,2024-02-12,SKU-102,Analytics Suite,Software,25,1648,41200,41217,APAC,Web,Agent_4,Won
D-302615,CL-5251,2024-06-24,SKU-201,POS Terminal,Hardware,4,1750,7000,7019,NA,Web,Agent_10,Closed
D-302616,CL-5661,2023-01-26,SKU-101,CRM Pro,Software,8,1539,12312,12317,EU,Partner,Agent_6,Won
D-302617,CL-7494,2023-02-12,SKU-102,Analytics Suite,Software,17,634,10778,10765,APAC,Partner,Agent_10,Won
D-302618,CL-7991,2023-03-26,SKU-201,POS Terminal,Hardware,23,212,4876,4880,APAC,Partner,Agent_9,Won
D-302619,CL-2567,2023-07-15,SKU-101,CRM Pro,Software,4,1639,6556,6536,EU,Partner,Agent_2,Lost
D-302620,CL-3852,2023-10-09,SKU-102,Analytics Suite,Software,2,1124,2248,2198,NA,Web,Agent_3,Won
D-302621,CL-2286,2024-03-02,SKU-201,POS Terminal,Hardware,14,898,12572,12537,EU,Web,Agent_9,Closed
D-302622,CL-2355,2023-01-18,SKU-101,CRM Pro,Software,7,1601,11207,11202,APAC,Web,Agent_4,Won
D-302623,CL-2038,2024-02-25,SKU-201,POS Terminal,Hardware,11,1260,13860,13889,APAC,Web,Agent_8,Won
D-302624,CL-6195,2023-01-27,SKU-101,CRM Pro,Software,11,246,2706,2688,EU,ColdCall,Agent_2,Closed
D-302625,CL-2259,2024-11-29,SKU-102,Analytics Suite,Software,23,750,17250,17269,APAC,Partner,Agent_5,Lost
D-302626,CL-7951,2024-09-29,SKU-101,CRM Pro,Software,16,1097,17552,17578,APAC,Partner,Agent_9,Lost
D-302627,CL-7218,2024-10-07,SKU-201,POS Terminal,Hardware,20,124,2480,2433,APAC,ColdCall,Agent_5,Closed
D-302628,CL-3327,2023-06-18,SKU-102,Analytics Suite,Software,14,739,10346,10325,EU,Partner,Agent_11,Won
D-302629,CL-5343,2023-02-23,SKU-101,CRM Pro,Software,20,1684,33680,33697,NA,Web,Agent_10,Won
D-302630,CL-7461,2023-09-17,SKU-102,Analytics Suite,Software,12,854,10248,10233,NA,Partner,Agent_10,Lost
D-302631,CL-5007,2023-09-23,SKU-102,Analytics Suite,Software,15,951,14265,14257,EU,Web,Agent_8,Won
D-302632,CL-2949,2023-02-09,SKU-102,Analytics Suite,Software,7,1618,11326,11293,NA,ColdCall,Agent_10,Lost
D-302633,CL-5566,2023-06-28,SKU-102,Analytics Suite,Software,22,637,14014,13974,APAC,Web,Agent_10,Won
D-302634,CL-4070,2023-10-21,SKU-102,Analytics Suite,Software,13,441,5733,5729,NA,ColdCall,Agent_1,Lost
D-302635,CL-3873,2023-12-06,SKU-101,CRM Pro,Software,12,1633,19596,19598,NA,ColdCall,Agent_9,Closed
D-302636,CL-3229,2024-05-02,SKU-201,POS Terminal,Hardware,18,293,5274,5292,NA,Web,Agent_11,Lost
D-302637,CL-4585,2024-04-28,SKU-101,CRM Pro,Software,17,1773,30141,30177,NA,ColdCall,Agent_8,Closed
D-302638,CL-6386,2023-11-24,SKU-101,CRM Pro,Software,19,694,13186,13205,NA,ColdCall,Agent_3,Closed
D-302639,CL-4455,2023-09-21,SKU-101,CRM Pro,Software,12,1360,16320,16355,EU,ColdCall,Agent_9,Won
D-302640,CL-5408,2023-12-26,SKU-102,Analytics Suite,Software,19,1323,25137,25097,EU,Web,Agent_1,Won
D-302641,CL-4453,2024-05-28,SKU-201,POS Terminal,Hardware,23,963,22149,22187,EU,Partner,Agent_7,Won
D-302642,CL-6380,2024-05-13,SKU-102,Analytics Suite,Software,16,1498,23968,23934,APAC,ColdCall,Agent_4,Closed
D-302643,CL-4649,2023-01-05,SKU-101,CRM Pro,Software,7,503,3521,3520,EU,ColdCall,Agent_9,Closed
D-302644,CL-4215,2024-07-12,SKU-101,CRM Pro,Software,5,377,1885,1869,EU,Web,Agent_6,Won
D-302645,CL-5145,2024-07-07,SKU-101,CRM Pro,Software,10,876,8760,8790,APAC,Web,Agent_4,Closed
D-302646,CL-2138,2024-05-03,SKU-101,CRM Pro,Software,14,341,4774,4810,EU,ColdCall,Agent_6,Lost
D-302647,CL-4742,2023-05-19,SKU-201,POS Terminal,Hardware,14,1633,22862,22902,APAC,Partner,Agent_10,Closed
D-302648,CL-4832,2024-05-28,SKU-201,POS Terminal,Hardware,16,501,8016,8019,APAC,Partner,Agent_2,Lost
D-302649,CL-2929,2024-09-05,SKU-102,Analytics Suite,Software,16,1111,17776,17809,EU,Partner,Agent_10,Won
D-302650,CL-7056,2024-03-08,SKU-102,Analytics Suite,Software,7,1530,10710,10690,APAC,ColdCall,Agent_10,Closed
D-302651,CL-2997,2024-03-16,SKU-102,Analytics Suite,Software,9,1711,15399,15378,NA,Web,Agent_5,Won
D-302652,CL-5330,2023-03-03,SKU-101,CRM Pro,Software,23,965,22195,22149,APAC,Web,Agent_9,Won
D-302653,CL-3741,2024-11-05,SKU-201,POS Terminal,Hardware,15,184,2760,2783,APAC,Partner,Agent_8,Closed
D-302654,CL-2075,2024-01-14,SKU-102,Analytics Suite,Software,7,171,1197,1172,NA,Partner,Agent_1,Won
D-302655,CL-4680,2024-12-26,SKU-201,POS Terminal,Hardware,6,1292,7752,7760,NA,ColdCall,Agent_6,Lost
D-302656,CL-7605,2023-04-26,SKU-101,CRM Pro,Software,22,1132,24904,24874,NA,Web,Agent_1,Lost
D-302657,CL-4805,2024-02-01,SKU-101,CRM Pro,Software,4,913,3652,3697,APAC,Partner,Agent_3,Closed
D-302658,CL-6364,2024-08-31,SKU-102,Analytics Suite,Software,15,1072,16080,16104,EU,Web,Agent_10,Won
D-302659,CL-5848,2024-07-19,SKU-102,Analytics Suite,Software,10,140,1400,1411,EU,Web,Agent_10,Closed
D-302660,CL-5522,2024-08-18,SKU-201,POS Terminal,Hardware,20,862,17240,17232,APAC,ColdCall,Agent_4,Won
D-302661,CL-2240,2023-10-12,SKU-102,Analytics Suite,Software,25,1476,36900,36893,EU,ColdCall,Agent_4,Lost
D-302662,CL-4268,2023-03-01,SKU-102,Analytics Suite,Software,5,1466,7330,7324,EU,ColdCall,Agent_6,Lost
D-302663,CL-2944,2024-07-29,SKU-201,POS Terminal,Hardware,21,1363,28623,28610,EU,Partner,Agent_3,Won
D-302664,CL-5004,2024-12-03,SKU-201,POS Terminal,Hardware,11,876,9636,9646,EU,Partner,Agent_1,Lost
D-302665,CL-2026,2024-11-06,SKU-101,CRM Pro,Software,25,826,20650,20619,EU,Partner,Agent_6,Closed
D-302666,CL-5851,2024-10-07,SKU-201,POS Terminal,Hardware,2,1015,2030,2025,NA,ColdCall,Agent_8,Closed
D-302667,CL-5700,2023-05-27,SKU-102,Analytics Suite,Software,17,1112,18904,18858,NA,ColdCall,Agent_10,Lost
D-302668,CL-6937,2023-02-18,SKU-102,Analytics Suite,Software,24,1653,39672,39663,EU,Web,Agent_10,Closed
D-302669,CL-4784,2024-05-13,SKU-101,CRM Pro,Software,15,533,7995,7996,EU,Partner,Agent_11,Lost
D-302670,CL-7189,2024-01-22,SKU-101,CRM Pro,Software,5,220,1100,1060,EU,Web,Agent_7,Lost
D-302671,CL-6199,2024-05-03,SKU-102,Analytics Suite,Software,15,1647,24705,24753,EU,Web,Agent_3,Lost
D-302672,CL-6476,2023-10-16,SKU-201,POS Terminal,Hardware,3,1152,3456,3487,EU,ColdCall,Agent_4,Lost
D-302673,CL-5608,2024-05-19,SKU-201,POS Terminal,Hardware,12,1366,16392,16406,NA,ColdCall,Agent_8,Won
D-302674,CL-3148,2024-06-12,SKU-102,Analytics Suite,Software,6,248,1488,1438,APAC,Web,Agent_2,Won
D-302675,CL-2138,2023-09-30,SKU-101,CRM Pro,Software,10,616,6160,6123,EU,ColdCall,Agent_8,Won
D-302676,CL-3771,2024-05-04,SKU-101,CRM Pro,Software,4,212,848,877,NA,ColdCall,Agent_8,Closed
D-302677,CL-6558,2024-02-03,SKU-101,CRM Pro,Software,11,1544,16984,16975,EU,Partner,Agent_5,Won
D-302678,CL-4673,2023-02-17,SKU-201,POS Terminal,Hardware,2,407,814,826,EU,Web,Agent_1,Closed
D-302679,CL-2413,2024-12-01,SKU-102,Analytics Suite,Software,9,1660,14940,14916,EU,ColdCall,Agent_10,Closed
D-302680,CL-6431,2023-06-06,SKU-102,Analytics Suite,Software,5,1304,6520,6518,EU,ColdCall,Agent_8,Lost
D-302681,CL-5368,2023-02-06,SKU-102,Analytics Suite,Software,11,1690,18590,18628,APAC,Web,Agent_6,Lost
D-302682,CL-6269,2024-01-27,SKU-102,Analytics Suite,Software,1,1271,1271,1313,APAC,Web,Agent_6,Won
D-302683,CL-6097,2024-10-03,SKU-101,CRM Pro,Software,8,431,3448,3489,APAC,Web,Agent_7,Closed
D-302684,CL-7249,2023-08-12,SKU-101,CRM Pro,Software,15,539,8085,8068,NA,Web,Agent_6,Won
D-302685,CL-6101,2024-02-24,SKU-201,POS Terminal,Hardware,6,840,5040,5015,EU,ColdCall,Agent_5,Closed
D-302686,CL-6621,2024-02-06,SKU-201,POS Terminal,Hardware,21,1172,24612,24592,APAC,Partner,Agent_8,Won
D-302687,CL-3821,2024-06-14,SKU-102,Analytics Suite,Software,17,543,9231,9186,NA,Partner,Agent_6,Closed
D-302688,CL-6505,2023-11-26,SKU-101,CRM Pro,Software,24,1004,24096,24049,NA,Partner,Agent_2,Won
D-302689,CL-7031,2023-10-18,SKU-101,CRM Pro,Software,22,406,8932,8924,EU,Partner,Agent_4,Lost
D-302690,CL-3511,2023-08-04,SKU-201,POS Terminal,Hardware,17,770,13090,13061,EU,Web,Agent_11,Lost
D-302691,CL-3721,2024-11-14,SKU-101,CRM Pro,Software,17,1730,29410,29361,APAC,Partner,Agent_5,Closed
D-302692,CL-5542,2023-07-28,SKU-101,CRM Pro,Software,12,446,5352,5388,NA,Partner,Agent_1,Won
D-302693,CL-5500,2023-06-28,SKU-101,CRM Pro,Software,16,1643,26288,26266,EU,ColdCall,Agent_11,Closed
D-302694,CL-6911,2023-04-15,SKU-201,POS Terminal,Hardware,17,1358,23086,23116,EU,Partner,Agent_4,Won
D-302695,CL-6039,2023-03-31,SKU-101,CRM Pro,Software,1,1517,1517,1524,EU,ColdCall,Agent_10,Lost
D-302696,CL-5008,2023-12-02,SKU-101,CRM Pro,Software,19,1390,26410,26413,APAC,Partner,Agent_3,Lost
D-302697,CL-3337,2024-03-20,SKU-102,Analytics Suite,Software,24,1292,31008,31035,EU,Web,Agent_10,Lost
D-302698,CL-5676,2023-03-31,SKU-101,CRM Pro,Software,2,149,298,328,EU,Partner,Agent_7,Lost
D-302699,CL-2242,2024-05-03,SKU-101,CRM Pro,Software,16,109,1744,1773,APAC,ColdCall,Agent_9,Won
D-302700,CL-3483,2023-09-28,SKU-102,Analytics Suite,Software,20,1773,35460,35434,APAC,ColdCall,Agent_8,Won
D-302701,CL-7343,2023-03-12,SKU-102,Analytics Suite,Software,7,851,5957,5954,APAC,Partner,Agent_1,Lost
D-302702,CL-2165,2024-03-01,SKU-201,POS Terminal,Hardware,4,1749,6996,6947,APAC,ColdCall,Agent_6,Closed
D-302703,CL-5870,2024-06-08,SKU-102,Analytics Suite,Software,5,247,1235,1202,APAC,ColdCall,Agent_3,Lost
D-302704,CL-7542,2023-01-06,SKU-101,CRM Pro,Software,14,1253,17542,17508,APAC,Web,Agent_9,Lost
D-302705,CL-3810,2024-05-17,SKU-101,CRM Pro,Software,4,250,1000,1047,NA,Partner,Agent_11,Lost
D-302706,CL-3854,2023-05-15,SKU-101,CRM Pro,Software,24,1455,34920,34964,NA,Partner,Agent_8,Lost
D-302707,CL-2977,2024-01-16,SKU-102,Analytics Suite,Software,6,892,5352,5340,EU,ColdCall,Agent_9,Won
D-302708,CL-2006,2024-10-01,SKU-102,Analytics Suite,Software,19,259,4921,4876,NA,ColdCall,Agent_5,Lost
D-302709,CL-7245,2023-10-01,SKU-201,POS Terminal,Hardware,1,1531,1531,1566,APAC,Web,Agent_10,Lost
D-302710,CL-2596,2024-01-28,SKU-201,POS Terminal,Hardware,24,221,5304,5342,APAC,Web,Agent_2,Closed
D-302711,CL-3310,2024-01-12,SKU-101,CRM Pro,Software,13,1171,15223,15210,APAC,Partner,Agent_6,Lost
D-302712,CL-5814,2023-03-11,SKU-101,CRM Pro,Software,20,676,13520,13566,NA,Web,Agent_5,Lost
D-302713,CL-5400,2024-07-09,SKU-102,Analytics Suite,Software,23,1671,38433,38413,APAC,Web,Agent_7,Closed
D-302714,CL-4541,2023-09-01,SKU-102,Analytics Suite,Software,15,544,8160,8145,APAC,Web,Agent_6,Lost
D-302715,CL-2300,2024-05-30,SKU-102,Analytics Suite,Software,10,238,2380,2405,EU,Partner,Agent_3,Won
D-302716,CL-2511,2024-05-17,SKU-101,CRM Pro,Software,16,196,3136,3186,EU,Web,Agent_8,Lost
D-302717,CL-7452,2023-08-19,SKU-201,POS Terminal,Hardware,14,637,8918,8895,EU,Web,Agent_6,Lost
D-302718,CL-7896,2023-11-12,SKU-201,POS Terminal,Hardware,22,1134,24948,24976,APAC,Web,Agent_9,Closed
D-302719,CL-2956,2024-12-15,SKU-201,POS Terminal,Hardware,11,1099,12089,12051,EU,Partner,Agent_4,Won
D-302720,CL-6667,2024-09-15,SKU-102,Analytics Suite,Software,13,1634,21242,21208,APAC,Partner,Agent_11,Lost
D-302721,CL-6556,2023-12-29,SKU-201,POS Terminal,Hardware,7,273,1911,1909,NA,ColdCall,Agent_7,Won
D-302722,CL-5530,2023-04-29,SKU-101,CRM Pro,Software,22,1532,33704,33744,EU,Partner,Agent_7,Closed
D-302723,CL-4817,2023-04-21,SKU-201,POS Terminal,Hardware,10,572,5720,5701,APAC,ColdCall,Agent_3,Closed
D-302724,CL-3405,2024-12-16,SKU-201,POS Terminal,Hardware,25,541,13525,13525,EU,ColdCall,Agent_10,Won
D-302725,CL-3580,2023-07-09,SKU-201,POS Terminal,Hardware,13,573,7449,7449,NA,Web,Agent_11,Won
D-302726,CL-2914,2024-12-13,SKU-102,Analytics Suite,Software,1,555,555,578,APAC,Web,Agent_8,Closed
D-302727,CL-5687,2023-03-28,SKU-102,Analytics Suite,Software,11,1269,13959,13982,APAC,ColdCall,Agent_7,Lost
D-302728,CL-3535,2023-04-18,SKU-101,CRM Pro,Software,5,986,4930,4936,NA,Partner,Agent_4,Lost
D-302729,CL-3350,2024-09-28,SKU-102,Analytics Suite,Software,22,930,20460,20420,APAC,ColdCall,Agent_10,Closed
D-302730,CL-5927,2023-01-21,SKU-102,Analytics Suite,Software,9,886,7974,7969,APAC,Web,Agent_4,Closed
D-302731,CL-7655,2024-06-05,SKU-102,Analytics Suite,Software,21,207,4347,4301,APAC,Web,Agent_6,Closed
D-302732,CL-5800,2024-04-07,SKU-102,Analytics Suite,Software,12,431,5172,5176,APAC,ColdCall,Agent_6,Won
D-302733,CL-5219,2024-06-25,SKU-102,Analytics Suite,Software,6,610,3660,3637,APAC,Partner,Agent_10,Lost
D-302734,CL-6943,2023-10-29,SKU-102,Analytics Suite,Software,13,113,1469,1467,NA,Partner,Agent_11,Lost
D-302735,CL-4510,2024-05-12,SKU-101,CRM Pro,Software,16,353,5648,5672,NA,ColdCall,Agent_11,Closed
D-302736,CL-4011,2024-06-21,SKU-201,POS Terminal,Hardware,2,661,1322,1363,APAC,Web,Agent_11,Won
D-302737,CL-6446,2023-06-02,SKU-201,POS Terminal,Hardware,3,1678,5034,5068,EU,Web,Agent_11,Lost
D-302738,CL-4044,2024-11-20,SKU-201,POS Terminal,Hardware,12,447,5364,5376,APAC,Partner,Agent_5,Lost
D-302739,CL-4105,2023-06-21,SKU-101,CRM Pro,Software,14,1023,14322,14289,APAC,Web,Agent_7,Won
D-302740,CL-3403,2024-11-28,SKU-101,CRM Pro,Software,11,1480,16280,16235,EU,ColdCall,Agent_3,Lost
D-302741,CL-3663,2024-09-23,SKU-101,CRM Pro,Software,1,1282,1282,1273,EU,Partner,Agent_7,Won
D-302742,CL-7665,2024-12-16,SKU-101,CRM Pro,Software,24,1229,29496,29484,EU,ColdCall,Agent_3,Won
